N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
376.0,빙그레,40450.0,300.0,+0.75%,5000.0,11474.0,7602.0,262.0
377.0,KODEX 코스피,25215.0,0.0,0.00%,0.0,,,
378.0,세방,20550.0,1150.0,+5.93%,500.0,10577.0,12453.0,292.0
379.0,스카이라이프,8210.0,10.0,-0.12%,2500.0,7632.0,12756.0,730.0
380.0,LG헬로비전,5060.0,110.0,+2.22%,2500.0,10801.0,14881.0,445.0
381.0,대원제약,17800.0,300.0,+1.71%,500.0,3542.0,4296.0,194.0
382.0,롯데정보통신,25250.0,250.0,+1.00%,5000.0,9300.0,7501.0,400.0
383.0,한일현대시멘트,20050.0,650.0,+3.35%,5000.0,3970.0,5968.0,359.0
384.0,한국자산신탁,3110.0,30.0,+0.97%,500.0,2125.0,12647.0,1479.0
385.0,맵스리얼티1,4075.0,5.0,-0.12%,0.0,,,
386.0,잇츠한불,17250.0,250.0,-1.43%,500.0,1402.0,4947.0,8.0
387.0,도화엔지니어링,11150.0,50.0,+0.45%,500.0,5774.0,5002.0,200.0
388.0,아세아시멘트,9650.0,260.0,+2.77%,500.0,8926.0,20373.0,1286.0
389.0,신성통상,2600.0,80.0,+3.17%,500.0,14658.0,10228.0,1399.0
390.0,흥아해운,1535.0,10.0,-0.65%,500.0,817.0,2473.0,-19.0
391.0,교보증권,5690.0,100.0,+1.79%,5000.0,22481.0,114838.0,1855.0
392.0,이연제약,20400.0,200.0,+0.99%,500.0,1428.0,4780.0,37.0
393.0,코리아써키트,15450.0,200.0,-1.28%,500.0,14242.0,10646.0,851.0
394.0,한국토지신탁,1445.0,20.0,+1.40%,1000.0,2255.0,17214.0,895.0
395.0,KODEX 미국나스닥100TR,10225.0,55.0,+0.54%,0.0,,,
396.0,이수페타시스,5760.0,140.0,-2.37%,1000.0,4696.0,4497.0,469.0
397.0,삼아알미늄,32950.0,200.0,+0.61%,500.0,2530.0,2272.0,154.0
398.0,삼화콘덴서,34650.0,50.0,+0.14%,1000.0,2622.0,2693.0,332.0
399.0,삼진제약,25800.0,400.0,+1.57%,1000.0,2501.0,3325.0,339.0
400.0,HDC,5940.0,10.0,-0.17%,5000.0,47796.0,106515.0,3687.0
401.0,KG케미칼,25600.0,50.0,+0.20%,5000.0,49315.0,48849.0,4672.0
402.0,TYM,2325.0,10.0,+0.43%,500.0,8415.0,7074.0,353.0
403.0,일양약품,18550.0,100.0,+0.54%,2500.0,3713.0,4943.0,410.0
404.0,아이마켓코리아,10550.0,50.0,+0.48%,500.0,31325.0,11202.0,454.0
405.0,대신증권우,13550.0,0.0,0.00%,5000.0,,,
406.0,KOSEF 200,32305.0,85.0,-0.26%,0.0,,,
407.0,KODEX 미국FANG플러스(H),17720.0,275.0,+1.58%,0.0,,,
408.0,HL홀딩스,33300.0,500.0,+1.52%,5000.0,10412.0,22950.0,1399.0
409.0,TIGER 일본니케이225,15810.0,110.0,+0.70%,0.0,,,
410.0,수산인더스트리,24100.0,500.0,-2.03%,200.0,2941.0,3986.0,513.0
411.0,BGF,3535.0,20.0,+0.57%,1000.0,2068.0,19816.0,115.0
412.0,DL건설,15250.0,350.0,+2.35%,5000.0,20103.0,16696.0,2296.0
413.0,이리츠코크렙,5300.0,10.0,+0.19%,500.0,213.0,6962.0,164.0
414.0,화신,9590.0,240.0,+2.57%,500.0,12366.0,8708.0,242.0
415.0,한화3우B,14900.0,50.0,-0.33%,5000.0,,,
416.0,신도리코,33200.0,200.0,+0.61%,5000.0,3219.0,10226.0,43.0
417.0,락앤락,6660.0,210.0,+3.26%,500.0,5430.0,8297.0,325.0
418.0,롯데하이마트,14150.0,200.0,+1.43%,5000.0,38697.0,29435.0,1068.0
419.0,KODEX 코스닥150선물인버스,5180.0,70.0,+1.37%,0.0,,,
420.0,신대양제지,82600.0,300.0,-0.36%,5000.0,6816.0,8460.0,544.0
421.0,아세아제지,37050.0,450.0,+1.23%,5000.0,9457.0,9696.0,939.0
422.0,케이씨텍,15850.0,100.0,-0.63%,500.0,3445.0,4530.0,521.0
423.0,방림,7810.0,170.0,+2.23%,500.0,1310.0,2571.0,64.0
424.0,퍼시스,28550.0,200.0,-0.70%,1000.0,3265.0,5755.0,287.0
425.0,SK증권,694.0,3.0,+0.43%,500.0,10652.0,63714.0,508.0
426.0,환인제약,17600.0,100.0,-0.56%,500.0,1778.0,3532.0,313.0
427.0,SK렌터카,6910.0,10.0,-0.14%,500.0,10369.0,28602.0,791.0
428.0,한전산업,10000.0,50.0,-0.50%,500.0,3211.0,1633.0,175.0
429.0,HLB글로벌,7690.0,70.0,-0.90%,500.0,450.0,1639.0,-133.0
430.0,HJ중공업,3905.0,40.0,-1.01%,5000.0,17065.0,23852.0,-1090.0
431.0,한솔제지,13650.0,150.0,+1.11%,5000.0,18342.0,18878.0,607.0
432.0,이엔플러스,5550.0,290.0,+5.51%,500.0,554.0,1028.0,-19.0
433.0,한일홀딩스,10500.0,100.0,+0.96%,1000.0,17670.0,32638.0,1308.0
434.0,LX하우시스,36050.0,450.0,+1.26%,5000.0,34720.0,25474.0,673.0
435.0,한국쉘석유,248000.0,4000.0,-1.59%,5000.0,2414.0,1657.0,380.0
436.0,광동제약,6150.0,20.0,+0.33%,1000.0,13382.0,8838.0,449.0
437.0,조광피혁,48450.0,100.0,-0.21%,5000.0,1042.0,4409.0,109.0
438.0,대한제강,13050.0,0.0,0.00%,1000.0,20303.0,12324.0,2018.0
439.0,한진,21500.0,50.0,-0.23%,5000.0,25041.0,38776.0,994.0
440.0,세진중공업,5560.0,80.0,-1.42%,500.0,2504.0,5704.0,37.0
441.0,지역난방공사,27250.0,250.0,+0.93%,5000.0,25368.0,65174.0,397.0
442.0,대성에너지,11450.0,50.0,-0.43%,1000.0,7704.0,7425.0,160.0
443.0,현대차증권,9850.0,90.0,+0.92%,5000.0,8538.0,88061.0,1565.0
444.0,경방,11300.0,50.0,+0.44%,500.0,3834.0,12708.0,538.0
445.0,조선내화,77100.0,100.0,+0.13%,5000.0,7463.0,13493.0,331.0
446.0,STX엔진,13400.0,0.0,0.00%,2500.0,4935.0,8375.0,36.0
447.0,TIGER 차이나항셍테크,5150.0,105.0,+2.08%,0.0,,,
448.0,삼부토건,1540.0,25.0,+1.65%,1000.0,3570.0,5514.0,-44.0
449.0,코오롱,24100.0,100.0,+0.42%,5000.0,54104.0,39663.0,3322.0
450.0,일동홀딩스,26200.0,1950.0,+8.04%,1000.0,5924.0,9208.0,-828.0
451.0,교촌에프앤비,12050.0,650.0,+5.70%,500.0,5076.0,2547.0,410.0
452.0,E1,43850.0,0.0,0.00%,5000.0,51523.0,39993.0,56.0
453.0,웅진씽크빅,2600.0,15.0,+0.58%,500.0,8139.0,7716.0,268.0
454.0,테이팩스,62900.0,600.0,+0.96%,500.0,1549.0,1808.0,213.0
455.0,CJ4우(전환),70200.0,400.0,-0.57%,5000.0,,,
456.0,현대퓨처넷,2685.0,25.0,-0.92%,500.0,1367.0,10340.0,74.0
457.0,티웨이항공,1845.0,40.0,+2.22%,500.0,2144.0,7350.0,-1483.0
458.0,농심홀딩스,63700.0,300.0,-0.47%,5000.0,6415.0,13286.0,558.0
459.0,엘브이엠씨홀딩스,2950.0,40.0,+1.37%,0.0,2049.0,6614.0,-146.0
460.0,KBSTAR 단기통안채,105870.0,15.0,-0.01%,0.0,,,
461.0,AJ네트웍스,6200.0,60.0,-0.96%,1000.0,10267.0,13550.0,451.0
462.0,SNT중공업,8660.0,110.0,-1.25%,2500.0,3360.0,8796.0,206.0
463.0,조일알미늄,2260.0,20.0,+0.89%,500.0,4669.0,3479.0,183.0
464.0,성신양회,11650.0,500.0,+4.48%,5000.0,8335.0,11216.0,300.0
465.0,한국금융지주우,48700.0,850.0,+1.78%,5000.0,,,
466.0,풍산홀딩스,27200.0,300.0,+1.12%,5000.0,4878.0,10520.0,968.0
467.0,무림P&P,4535.0,25.0,-0.55%,2500.0,6137.0,14836.0,294.0
468.0,금호석유우,93300.0,2300.0,+2.53%,5000.0,,,
469.0,그린케미칼,11700.0,300.0,+2.63%,500.0,2862.0,2117.0,209.0
470.0,KBSTAR Fn수소경제테마,9910.0,195.0,+2.01%,0.0,,,
471.0,남선알미늄,2160.0,70.0,+3.35%,500.0,2303.0,3552.0,-69.0
472.0,제일약품,18900.0,50.0,-0.26%,500.0,7007.0,4265.0,-105.0
473.0,한국콜마홀딩스,14950.0,250.0,+1.70%,500.0,6740.0,12097.0,884.0
474.0,남양유업,385500.0,3500.0,+0.92%,5000.0,9561.0,9374.0,-779.0
475.0,대동,11500.0,150.0,+1.32%,1000.0,11792.0,12606.0,382.0
476.0,종근당홀딩스,54500.0,600.0,+1.11%,2500.0,9260.0,13676.0,344.0
477.0,삼성출판사,27100.0,500.0,+1.88%,500.0,1875.0,3387.0,80.0
478.0,NPC,7380.0,30.0,+0.41%,500.0,4869.0,5000.0,283.0
479.0,대상홀딩스,7460.0,110.0,+1.50%,1000.0,42060.0,36261.0,1630.0
480.0,대한방직,50900.0,300.0,-0.59%,1000.0,2004.0,2326.0,54.0
481.0,한국철강,6340.0,70.0,+1.12%,1000.0,8867.0,9087.0,1033.0
482.0,KODEX 삼성그룹밸류,9125.0,65.0,-0.71%,0.0,,,
483.0,YG PLUS,4215.0,45.0,-1.06%,500.0,1543.0,2231.0,256.0
484.0,하나제약,14950.0,150.0,+1.01%,500.0,1964.0,3035.0,360.0
485.0,모토닉,8050.0,50.0,+0.63%,500.0,1961.0,4480.0,144.0
486.0,제주은행,8200.0,10.0,+0.12%,5000.0,2046.0,69442.0,226.0
487.0,한신기계,8090.0,40.0,+0.50%,500.0,544.0,1011.0,52.0
488.0,에어부산,2250.0,30.0,+1.35%,1000.0,1765.0,10097.0,-2040.0
489.0,키다리스튜디오,7150.0,150.0,+2.14%,500.0,1191.0,2901.0,69.0
490.0,미원홀딩스,112000.0,500.0,+0.45%,500.0,4214.0,4268.0,297.0
491.0,동화약품,9240.0,70.0,+0.76%,1000.0,2930.0,4478.0,225.0
492.0,광주신세계,32200.0,200.0,+0.63%,1000.0,1700.0,8523.0,606.0
493.0,아세아,117500.0,1000.0,-0.84%,5000.0,18465.0,31153.0,2289.0
494.0,삼양패키징,16300.0,100.0,-0.61%,5000.0,3919.0,6125.0,461.0
495.0,일성신약,96500.0,300.0,-0.31%,5000.0,421.0,3714.0,-18.0
496.0,아주스틸,9640.0,210.0,+2.23%,500.0,9334.0,6272.0,553.0
497.0,스틱인베스트먼트,6110.0,10.0,-0.16%,500.0,3127.0,3420.0,763.0
498.0,삼익THK,12050.0,50.0,+0.42%,500.0,3105.0,3782.0,148.0
499.0,일신방직,105000.0,0.0,0.00%,5000.0,6010.0,10440.0,610.0
500.0,동양,1050.0,5.0,+0.48%,500.0,6996.0,10072.0,76.0
501.0,KODEX K-메타버스액티브,7555.0,160.0,-2.07%,0.0,,,
502.0,TCC스틸,10050.0,640.0,+6.80%,1000.0,5367.0,3670.0,256.0
503.0,태림포장,3520.0,10.0,-0.28%,500.0,7129.0,6009.0,302.0
504.0,일진다이아,17500.0,200.0,+1.16%,1000.0,1877.0,6418.0,91.0
505.0,금호건설,6700.0,70.0,+1.06%,5000.0,20651.0,17360.0,1116.0
506.0,자이에스앤디,6330.0,20.0,+0.32%,1000.0,4357.0,5443.0,508.0
507.0,유진투자증권,2530.0,25.0,+1.00%,5000.0,13707.0,91755.0,1170.0
508.0,하이트진로홀딩스,10450.0,0.0,0.00%,5000.0,21920.0,42363.0,1884.0
509.0,휴스틸,6160.0,40.0,+0.65%,1000.0,6165.0,9519.0,632.0
510.0,LS전선아시아,7840.0,20.0,-0.25%,500.0,7506.0,4953.0,282.0
511.0,이월드,1685.0,0.0,0.00%,1000.0,1258.0,4332.0,19.0
512.0,S-Oil우,59400.0,400.0,+0.68%,2500.0,,,
513.0,GS글로벌,2880.0,50.0,+1.77%,2500.0,38490.0,14427.0,388.0
514.0,대한제당,2650.0,50.0,+1.92%,500.0,12613.0,11823.0,421.0
515.0,KBSTAR ESG사회책임투자,10650.0,20.0,+0.19%,0.0,,,
516.0,TIGER Fn메타버스,7265.0,165.0,-2.22%,0.0,,,
517.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9970.0,240.0,+2.47%,0.0,,,
518.0,SNT홀딩스,14500.0,50.0,-0.34%,500.0,14041.0,23723.0,1256.0
519.0,삼영무역,12800.0,100.0,-0.78%,500.0,4670.0,5788.0,240.0
520.0,현대코퍼레이션,17850.0,450.0,+2.59%,5000.0,37825.0,17074.0,351.0
521.0,KPX케미칼,48550.0,300.0,+0.62%,5000.0,10208.0,7771.0,447.0
522.0,유니퀘스트,8550.0,40.0,+0.47%,500.0,5910.0,4903.0,245.0
523.0,백산,9530.0,10.0,+0.11%,500.0,3711.0,3302.0,232.0
524.0,ACE 단기통안채,101285.0,5.0,0.00%,0.0,,,
525.0,대원강업,3740.0,0.0,0.00%,500.0,8622.0,9830.0,-50.0
526.0,CJ제일제당 우,174000.0,500.0,+0.29%,5000.0,,,
527.0,한독,16700.0,100.0,-0.60%,500.0,5176.0,8416.0,280.0
528.0,알루코,2545.0,20.0,+0.79%,500.0,5056.0,7802.0,167.0
529.0,동성케미컬,4595.0,95.0,+2.11%,1000.0,9260.0,8188.0,453.0
530.0,BYC,364500.0,4500.0,-1.22%,5000.0,1644.0,6844.0,267.0
531.0,화승인더,4110.0,150.0,+3.79%,500.0,13655.0,16371.0,171.0
532.0,신세계 I&C,13200.0,150.0,+1.15%,500.0,5261.0,3541.0,355.0
533.0,KPX홀딩스,53600.0,0.0,0.00%,5000.0,12387.0,18149.0,541.0
534.0,사조대림,24650.0,50.0,+0.20%,5000.0,18137.0,11398.0,1023.0
535.0,대한제분,133500.0,1000.0,+0.75%,5000.0,11113.0,13216.0,250.0
536.0,TIGER KRX BBIG K-뉴딜,7480.0,115.0,-1.51%,0.0,,,
537.0,KBSTAR 미국나스닥100,11525.0,50.0,+0.44%,0.0,,,
538.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101210.0,5.0,0.00%,0.0,,,
539.0,넥센,4105.0,0.0,0.00%,500.0,24039.0,45723.0,336.0
540.0,대교,2590.0,30.0,-1.15%,500.0,6384.0,8136.0,-283.0
541.0,KISCO홀딩스,13550.0,100.0,+0.74%,1000.0,15808.0,16881.0,2007.0
542.0,영풍제지,9800.0,190.0,-1.90%,500.0,1206.0,2096.0,81.0
543.0,SOL 200TR,11265.0,30.0,-0.27%,0.0,,,
544.0,KSS해운,9430.0,100.0,+1.07%,500.0,3240.0,14462.0,581.0
545.0,세아특수강,25400.0,100.0,-0.39%,5000.0,8958.0,6511.0,354.0
546.0,케이씨,16050.0,100.0,+0.63%,500.0,5538.0,9645.0,655.0
547.0,경동인베스트,91900.0,200.0,-0.22%,5000.0,2985.0,5777.0,139.0
548.0,대덕,6400.0,30.0,+0.47%,500.0,13717.0,17240.0,672.0
549.0,일진홀딩스,4370.0,25.0,+0.58%,1000.0,11901.0,16116.0,387.0
550.0,에이프로젠제약,537.0,7.0,+1.32%,500.0,565.0,6146.0,-38.0
551.0,서연이화,7840.0,100.0,+1.29%,500.0,21801.0,17905.0,660.0
552.0,디앤디플랫폼리츠,3285.0,40.0,-1.20%,1000.0,184.0,7588.0,104.0
553.0,LS네트웍스,2680.0,15.0,+0.56%,5000.0,3905.0,13094.0,43.0
554.0,신한서부티엔디리츠,3760.0,80.0,-2.08%,1000.0,146.0,5819.0,75.0
555.0,두산우,52500.0,100.0,-0.19%,5000.0,,,
556.0,백광산업,4640.0,50.0,+1.09%,500.0,1911.0,3592.0,179.0
557.0,사조산업,41600.0,50.0,-0.12%,5000.0,5904.0,11139.0,492.0
558.0,동아지질,14800.0,0.0,0.00%,500.0,2895.0,3508.0,40.0
559.0,한농화성,13300.0,150.0,+1.14%,500.0,2688.0,2170.0,195.0
560.0,금호에이치티,1040.0,41.0,+4.10%,500.0,2340.0,4588.0,65.0
561.0,에스엠벡셀,1860.0,30.0,-1.59%,500.0,731.0,478.0,-82.0
562.0,경인양행,4960.0,5.0,+0.10%,500.0,4033.0,5795.0,284.0
563.0,TIGER 리츠부동산인프라,4480.0,20.0,-0.44%,0.0,,,
564.0,한세예스24홀딩스,5120.0,120.0,+2.40%,500.0,27989.0,22413.0,1347.0
565.0,TIGER 차이나과창판STAR50(합성),7655.0,55.0,-0.71%,0.0,,,
566.0,제이에스코퍼레이션,15350.0,450.0,+3.02%,100.0,9870.0,5523.0,610.0
567.0,삼성전기우,70300.0,200.0,-0.28%,5000.0,,,
568.0,JW홀딩스,2900.0,35.0,+1.22%,500.0,7889.0,10658.0,687.0
569.0,선진,8590.0,40.0,+0.47%,500.0,17183.0,12096.0,863.0
570.0,태경산업,6970.0,100.0,+1.46%,500.0,5168.0,5847.0,406.0
571.0,KODEX 반도체,25400.0,320.0,-1.24%,0.0,,,
572.0,삼성제약,2955.0,55.0,+1.90%,500.0,549.0,1455.0,-181.0
573.0,HDC랩스,7640.0,40.0,-0.52%,500.0,2746.0,4114.0,97.0
574.0,다올투자증권,3285.0,35.0,+1.08%,5000.0,7799.0,92292.0,1482.0
575.0,SOL 종합채권(AA-이상)액티브,95970.0,145.0,-0.15%,0.0,,,
576.0,삼영전자,9800.0,30.0,-0.31%,500.0,2389.0,5436.0,157.0
577.0,진흥기업,1340.0,5.0,+0.37%,500.0,4442.0,3346.0,433.0
578.0,현대차3우B,80100.0,1300.0,+1.65%,5000.0,,,
579.0,KODEX 미국나스닥100레버리지(합성 H),4565.0,45.0,+1.00%,0.0,,,
580.0,유수홀딩스,7450.0,160.0,+2.19%,2500.0,5037.0,5017.0,203.0
581.0,신세계푸드,49900.0,350.0,+0.71%,5000.0,13329.0,8795.0,293.0
582.0,JW생명과학,12200.0,0.0,0.00%,2500.0,1698.0,2195.0,284.0
583.0,AK홀딩스,14550.0,150.0,-1.02%,5000.0,31677.0,45487.0,-1657.0
584.0,우진,9460.0,60.0,+0.64%,500.0,1076.0,2298.0,84.0
585.0,대성산업,4250.0,95.0,+2.29%,5000.0,11291.0,16524.0,193.0
586.0,부국증권,18450.0,150.0,-0.81%,5000.0,7411.0,16474.0,1016.0
587.0,예스코홀딩스,31650.0,300.0,-0.94%,5000.0,12667.0,14230.0,240.0
588.0,LG우,62400.0,100.0,-0.16%,5000.0,,,
589.0,KODEX 골드선물(H),11695.0,20.0,+0.17%,0.0,,,
590.0,DB금융투자,4410.0,80.0,+1.85%,5000.0,14107.0,95837.0,1696.0
591.0,경농,9580.0,50.0,+0.52%,500.0,2703.0,3888.0,168.0
592.0,KBSTAR 코스피,25445.0,0.0,0.00%,0.0,,,
593.0,대창단조,6520.0,0.0,0.00%,500.0,3544.0,2985.0,295.0
594.0,일진전기,5020.0,0.0,0.00%,1000.0,9324.0,8379.0,204.0
595.0,동남합성,51400.0,400.0,+0.78%,500.0,1603.0,906.0,149.0
596.0,삼성 인버스 2X 천연가스 선물 ETN C,18480.0,595.0,+3.33%,0.0,,,
597.0,포스코스틸리온,30800.0,1100.0,+3.70%,5000.0,13473.0,5864.0,1433.0
598.0,흥국화재,2865.0,25.0,+0.88%,5000.0,45146.0,137623.0,771.0
599.0,현대리바트,8930.0,40.0,+0.45%,1000.0,14066.0,8636.0,202.0
600.0,신라교역,11400.0,0.0,0.00%,500.0,3465.0,6805.0,169.0
601.0,KBSTAR 미국S&P500,11465.0,15.0,+0.13%,0.0,,,
602.0,KODEX 미국달러선물인버스2X,6950.0,40.0,+0.58%,0.0,,,
603.0,휴비스,5260.0,10.0,+0.19%,5000.0,10826.0,8434.0,65.0
604.0,코람코더원리츠,4450.0,120.0,-2.63%,500.0,68.0,5192.0,46.0
605.0,NH투자증권우,9510.0,110.0,+1.17%,5000.0,,,
606.0,ARIRANG 고배당주,11475.0,75.0,+0.66%,0.0,,,
607.0,태영건설,4590.0,65.0,+1.44%,500.0,27517.0,37348.0,1745.0
608.0,삼성물산우B,109500.0,1000.0,+0.92%,100.0,,,
609.0,해태제과식품,6110.0,10.0,+0.16%,500.0,5677.0,6549.0,260.0
610.0,인스코비,1590.0,20.0,-1.24%,500.0,717.0,1093.0,-24.0
611.0,한솔테크닉스,5430.0,10.0,-0.18%,5000.0,14906.0,7887.0,-43.0
612.0,현대비앤지스틸,11500.0,100.0,+0.88%,5000.0,8557.0,7688.0,897.0
613.0,디씨엠,15200.0,550.0,+3.75%,500.0,2508.0,2869.0,349.0
614.0,세원이앤씨,809.0,15.0,-1.82%,500.0,831.0,2927.0,-96.0
615.0,아모레G3우(전환),24300.0,100.0,+0.41%,500.0,,,
616.0,삼성 인버스 2X WTI원유 선물 ETN,115.0,5.0,-4.17%,0.0,,,
617.0,대영포장,1585.0,5.0,+0.32%,500.0,3226.0,2461.0,122.0
618.0,삼화페인트,6310.0,40.0,+0.64%,500.0,6316.0,6121.0,8.0
619.0,동성제약,6560.0,40.0,-0.61%,1000.0,844.0,1046.0,-53.0
620.0,HANARO MSCI Korea TR,13370.0,15.0,-0.11%,0.0,,,
621.0,진양홀딩스,3060.0,5.0,+0.16%,500.0,2248.0,5661.0,69.0
622.0,KODEX 은행,6275.0,75.0,+1.21%,0.0,,,
623.0,신원,1660.0,15.0,+0.91%,500.0,8794.0,5036.0,216.0
624.0,TIGER 차이나CSI300,9470.0,50.0,+0.53%,0.0,,,
625.0,동부건설,7430.0,110.0,+1.50%,5000.0,11449.0,12620.0,613.0
626.0,계룡건설,19000.0,350.0,+1.88%,5000.0,25618.0,23271.0,2327.0
627.0,태경비케이,6140.0,270.0,+4.60%,500.0,1952.0,3324.0,196.0
628.0,금강공업,5760.0,40.0,+0.70%,1000.0,5705.0,8687.0,259.0
629.0,삼성 레버리지 천연가스 선물 ETN B,16860.0,935.0,-5.25%,0.0,,,
630.0,KH 필룩스,1085.0,70.0,+6.90%,500.0,1202.0,5394.0,-69.0
631.0,이지스밸류리츠,4540.0,20.0,+0.44%,1000.0,69.0,2691.0,52.0
632.0,수산중공업,3090.0,40.0,+1.31%,500.0,2530.0,2361.0,143.0
633.0,KBSTAR 200TR,17090.0,5.0,-0.03%,0.0,,,
634.0,하나 코스피 변동성추세 추종 양매도 ETN,6645.0,0.0,0.00%,0.0,,,
635.0,TIGER 글로벌4차산업혁신기술(합성 H),14675.0,125.0,+0.86%,0.0,,,
636.0,노루페인트,8240.0,10.0,+0.12%,500.0,7309.0,6706.0,255.0
637.0,한국패러랠,2045.0,15.0,-0.73%,0.0,,,
638.0,HANARO 200 TOP10,8100.0,40.0,-0.49%,0.0,,,
639.0,만호제강,39300.0,2750.0,-6.54%,1000.0,2537.0,2570.0,2.0
640.0,제일파마홀딩스,10200.0,100.0,-0.97%,500.0,7626.0,8924.0,-90.0
641.0,현대약품,5090.0,155.0,+3.14%,500.0,1398.0,1639.0,-16.0
642.0,한국주철관,7140.0,10.0,-0.14%,500.0,5102.0,4231.0,486.0
643.0,용평리조트,3375.0,55.0,+1.66%,5000.0,2363.0,8415.0,307.0
644.0,디와이,6160.0,230.0,+3.88%,500.0,9983.0,8600.0,468.0
645.0,동아타이어,11800.0,100.0,+0.85%,500.0,1796.0,4206.0,144.0
646.0,디아이씨,4145.0,90.0,+2.22%,500.0,5901.0,6289.0,273.0
647.0,한컴라이프케어,5810.0,140.0,-2.35%,200.0,1211.0,2141.0,48.0
648.0,TIGER 여행레저,3905.0,25.0,+0.64%,0.0,,,
649.0,효성ITX,13750.0,150.0,+1.10%,500.0,4759.0,2414.0,203.0
650.0,세종공업,5710.0,120.0,+2.15%,500.0,15881.0,11801.0,-42.0
651.0,DB,787.0,3.0,+0.38%,500.0,3269.0,6020.0,235.0
652.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,96.0,279.0,-49.0
653.0,KODEX TRF3070,10765.0,5.0,+0.05%,0.0,,,
654.0,ACE 중국본토CSI300,25315.0,95.0,+0.38%,0.0,,,
655.0,사조동아원,1100.0,20.0,+1.85%,500.0,4121.0,4488.0,191.0
656.0,ARIRANG 코스피TR,12880.0,0.0,0.00%,0.0,,,
657.0,SNT에너지,20450.0,650.0,-3.08%,500.0,1711.0,3321.0,133.0
658.0,TIGER 글로벌메타버스액티브,6170.0,105.0,+1.73%,0.0,,,
659.0,KBSTAR IT플러스,16315.0,180.0,-1.09%,0.0,,,
660.0,KODEX 미국나스닥100선물(H),14670.0,60.0,+0.41%,0.0,,,
661.0,인디에프,2145.0,100.0,+4.89%,500.0,1487.0,1253.0,-221.0
662.0,KODEX 국고채3년,56070.0,50.0,+0.09%,0.0,,,
663.0,삼양통상,50500.0,100.0,-0.20%,5000.0,1940.0,4590.0,364.0
664.0,KODEX 미국달러선물,11725.0,15.0,-0.13%,0.0,,,
665.0,컨버즈,4100.0,0.0,0.00%,500.0,409.0,330.0,-19.0
666.0,KODEX 배당가치,11770.0,15.0,+0.13%,0.0,,,
667.0,아남전자,1950.0,20.0,+1.04%,500.0,3598.0,2720.0,151.0
668.0,무학,5250.0,80.0,+1.55%,200.0,1269.0,6466.0,-9.0
669.0,퍼스텍,3105.0,5.0,+0.16%,500.0,1367.0,1856.0,43.0
670.0,벽산,2175.0,45.0,+2.11%,500.0,4714.0,5054.0,85.0
671.0,두산퓨얼셀1우,11150.0,50.0,-0.45%,100.0,,,
672.0,한국석유,11700.0,200.0,+1.74%,500.0,6289.0,3421.0,156.0
673.0,디아이,4710.0,20.0,+0.43%,500.0,2266.0,2491.0,165.0
674.0,샘표식품,32200.0,100.0,+0.31%,500.0,3487.0,3275.0,235.0
675.0,TIGER 헬스케어,27720.0,255.0,-0.91%,0.0,,,
676.0,성창기업지주,2100.0,20.0,+0.96%,500.0,1979.0,7037.0,105.0
677.0,경보제약,6100.0,40.0,+0.66%,500.0,1707.0,2370.0,-66.0
678.0,대한화섬,109500.0,3500.0,+3.30%,5000.0,1173.0,9078.0,32.0
679.0,TIGER 코스피,25485.0,5.0,-0.02%,0.0,,,
680.0,TIGER 미국MSCI리츠(합성 H),12350.0,20.0,-0.16%,0.0,,,
681.0,KODEX 미국S&P500선물(H),19030.0,10.0,-0.05%,0.0,,,
682.0,팜스코,3900.0,35.0,+0.91%,500.0,15369.0,11076.0,361.0
683.0,KODEX 장기종합채권(AA-이상)액티브KAP,82990.0,275.0,+0.33%,0.0,,,
684.0,KBSTAR iSelect메타버스,6510.0,160.0,-2.40%,0.0,,,
685.0,강남제비스코,21850.0,150.0,+0.69%,1000.0,5910.0,9040.0,-127.0
686.0,일성건설,2625.0,15.0,-0.57%,500.0,4162.0,3793.0,108.0
687.0,샘표,49200.0,200.0,+0.41%,1000.0,3490.0,4427.0,219.0
688.0,신흥,14850.0,50.0,-0.34%,500.0,1269.0,1386.0,130.0
689.0,조선선재,112000.0,1000.0,+0.90%,500.0,682.0,1395.0,141.0
690.0,경동도시가스,23750.0,50.0,-0.21%,2500.0,14572.0,9045.0,271.0
691.0,노루홀딩스,10450.0,50.0,+0.48%,500.0,9552.0,10555.0,267.0
692.0,KCTC,4615.0,75.0,+1.65%,500.0,6947.0,5323.0,296.0
693.0,TIGER 코스닥150,10690.0,135.0,-1.25%,0.0,,,
694.0,KBSTAR KIS국고채30년Enhanced,64115.0,235.0,-0.37%,0.0,,,
695.0,한솔홀딩스,3265.0,20.0,+0.62%,1000.0,4136.0,6537.0,184.0
696.0,SK이노베이션우,108500.0,1000.0,-0.91%,5000.0,,,
697.0,아시아나IDT,12200.0,300.0,+2.52%,500.0,1747.0,2221.0,73.0
698.0,미원화학,61500.0,200.0,-0.32%,1000.0,1975.0,1338.0,128.0
699.0,디와이파워,12200.0,500.0,+4.27%,500.0,4372.0,3420.0,422.0
700.0,HANARO 200TR,39430.0,95.0,-0.24%,0.0,,,
