N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
701.0,NH올원리츠,3150.0,10.0,-0.32%,500.0,167.0,5183.0,87.0
702.0,한국특강,2190.0,15.0,+0.69%,500.0,6915.0,4587.0,400.0
703.0,태경케미컬,11400.0,450.0,+4.11%,500.0,541.0,1607.0,121.0
704.0,신일전자,1860.0,15.0,+0.81%,500.0,1935.0,1221.0,96.0
705.0,유화증권,2330.0,10.0,+0.43%,1000.0,223.0,7347.0,76.0
706.0,에이블씨엔씨,4865.0,80.0,+1.67%,500.0,2629.0,1938.0,-224.0
707.0,유니온머티리얼,3130.0,110.0,+3.64%,500.0,1183.0,1867.0,-8.0
708.0,미창석유,75100.0,600.0,-0.79%,5000.0,4063.0,3476.0,355.0
709.0,대신증권2우B,13050.0,0.0,0.00%,5000.0,,,
710.0,HDC현대EP,4075.0,25.0,+0.62%,500.0,8598.0,5829.0,284.0
711.0,극동유화,3725.0,30.0,+0.81%,500.0,9648.0,3219.0,205.0
712.0,서연,5520.0,50.0,+0.91%,500.0,24793.0,21379.0,837.0
713.0,ACE 종합채권(AA-이상)KIS액티브,90630.0,155.0,-0.17%,0.0,,,
714.0,황금에스티,7590.0,140.0,+1.88%,500.0,2710.0,4316.0,412.0
715.0,대동전자,12250.0,100.0,+0.82%,500.0,436.0,2110.0,22.0
716.0,광전자,2215.0,0.0,0.00%,500.0,1738.0,2390.0,69.0
717.0,대신 골드 커버드콜 타겟 5%인컴 ETN(H),12820.0,0.0,0.00%,0.0,,,
718.0,STX중공업,4515.0,35.0,-0.77%,2500.0,1639.0,4304.0,-109.0
719.0,종근당바이오,23350.0,50.0,-0.21%,2500.0,1422.0,2985.0,-114.0
720.0,대창,1405.0,40.0,+2.93%,500.0,12776.0,8107.0,603.0
721.0,KODEX Fn Top10동일가중,7760.0,100.0,-1.27%,0.0,,,
722.0,동양철관,1055.0,10.0,+0.96%,500.0,1820.0,1860.0,-32.0
723.0,인지컨트롤스,8160.0,10.0,+0.12%,500.0,4849.0,5434.0,20.0
724.0,TIGER 200선물인버스2X,3035.0,15.0,+0.50%,0.0,,,
725.0,TIGER 현대차그룹+펀더멘털,21590.0,465.0,+2.20%,0.0,,,
726.0,ACE 베트남VN30(합성),15025.0,295.0,+2.00%,0.0,,,
727.0,한양증권,9640.0,140.0,-1.43%,5000.0,8742.0,16334.0,1162.0
728.0,TRUE 코스피 양매도 5% OTM ETN,8145.0,0.0,0.00%,0.0,,,
729.0,한국내화,2970.0,20.0,-0.67%,500.0,2717.0,3579.0,86.0
730.0,NI스틸,4260.0,20.0,+0.47%,500.0,2482.0,3411.0,312.0
731.0,KODEX 차이나항셍테크,5165.0,140.0,+2.79%,0.0,,,
732.0,센트랄모텍,13950.0,50.0,-0.36%,500.0,3684.0,2781.0,36.0
733.0,KBSTAR 국고채3년선물인버스,105360.0,205.0,+0.19%,0.0,,,
734.0,한국공항,37650.0,200.0,-0.53%,5000.0,3455.0,3839.0,-9.0
735.0,TIGER 반도체,26320.0,320.0,-1.20%,0.0,,,
736.0,인천도시가스,26950.0,0.0,0.00%,5000.0,5042.0,3606.0,32.0
737.0,동방,2455.0,15.0,+0.61%,1000.0,5959.0,5313.0,278.0
738.0,미래에셋 코스피 양매도 5% OTM ETN,7830.0,0.0,0.00%,0.0,,,
739.0,화성산업,11550.0,200.0,+1.76%,5000.0,4222.0,8080.0,286.0
740.0,팜젠사이언스,7390.0,20.0,+0.27%,500.0,1099.0,2203.0,-50.0
741.0,한국ANKOR유전,1655.0,20.0,+1.22%,0.0,,,
742.0,대원화성,2795.0,20.0,+0.72%,500.0,1133.0,1358.0,-84.0
743.0,SG세계물산,567.0,10.0,+1.80%,500.0,1357.0,3084.0,-47.0
744.0,HL D&I,3025.0,40.0,+1.34%,5000.0,14753.0,15214.0,786.0
745.0,STX,4000.0,175.0,-4.19%,2500.0,9255.0,6761.0,90.0
746.0,에이플러스에셋,5060.0,20.0,-0.39%,500.0,2580.0,2856.0,57.0
747.0,한신공영,9880.0,50.0,+0.51%,5000.0,13111.0,21199.0,446.0
748.0,한진중공업홀딩스,3860.0,0.0,0.00%,5000.0,8880.0,18378.0,446.0
749.0,고려산업,4545.0,15.0,+0.33%,1000.0,2135.0,2386.0,49.0
750.0,이구산업,3375.0,175.0,+5.47%,500.0,3344.0,3239.0,356.0
751.0,삼익악기,1245.0,5.0,+0.40%,500.0,2954.0,5853.0,333.0
752.0,깨끗한나라,3025.0,15.0,+0.50%,1000.0,5787.0,5987.0,130.0
753.0,모나리자,3075.0,15.0,+0.49%,500.0,1064.0,940.0,34.0
754.0,삼화전기,17000.0,150.0,+0.89%,1000.0,2471.0,1586.0,218.0
755.0,삼원강재,2810.0,15.0,+0.54%,500.0,3000.0,2707.0,95.0
756.0,이지스레지던스리츠,3960.0,5.0,-0.13%,1000.0,313.0,2945.0,255.0
757.0,한국수출포장,28000.0,300.0,-1.06%,5000.0,3192.0,3318.0,200.0
758.0,조흥,186000.0,500.0,-0.27%,5000.0,2509.0,2676.0,191.0
759.0,세이브존I&C,2715.0,10.0,-0.37%,1000.0,1222.0,5643.0,110.0
760.0,다스코,6040.0,80.0,-1.31%,500.0,3636.0,2985.0,43.0
761.0,CJ우,48600.0,100.0,+0.21%,5000.0,,,
762.0,이아이디,1065.0,20.0,+1.91%,200.0,2224.0,5193.0,-205.0
763.0,삼일제약,7880.0,100.0,+1.29%,500.0,1342.0,2264.0,4.0
764.0,대구백화점,9980.0,0.0,0.00%,5000.0,818.0,4866.0,-181.0
765.0,한국화장품,6670.0,110.0,+1.68%,500.0,670.0,485.0,-32.0
766.0,KBSTAR 국채선물5년추종,46985.0,0.0,0.00%,0.0,,,
767.0,KBSTAR 코스닥150,10375.0,125.0,-1.19%,0.0,,,
768.0,크라운제과,8530.0,130.0,+1.55%,200.0,3812.0,3246.0,159.0
769.0,유유제약,6190.0,10.0,+0.16%,1000.0,1157.0,1930.0,12.0
770.0,SH에너지화학,956.0,10.0,+1.06%,500.0,1398.0,1196.0,3.0
771.0,대유플러스,873.0,8.0,+0.92%,500.0,5120.0,5944.0,132.0
772.0,대양금속,3255.0,0.0,0.00%,500.0,2034.0,1575.0,152.0
773.0,TIGER 중국소비테마,6485.0,65.0,+1.01%,0.0,,,
774.0,쌍방울,400.0,8.0,+2.04%,500.0,970.0,3956.0,-23.0
775.0,조광페인트,8150.0,120.0,+1.49%,500.0,2385.0,3470.0,-88.0
776.0,IHQ,560.0,7.0,+1.27%,500.0,600.0,2386.0,-116.0
777.0,광명전기,2400.0,5.0,-0.21%,500.0,1371.0,1699.0,29.0
778.0,신영와코루,11550.0,150.0,-1.28%,500.0,1894.0,3887.0,37.0
779.0,무림페이퍼,2495.0,10.0,+0.40%,2500.0,10553.0,22844.0,298.0
780.0,TIGER KRX바이오K-뉴딜,6595.0,15.0,-0.23%,0.0,,,
781.0,KODEX 미국메타버스나스닥액티브,6195.0,70.0,-1.12%,0.0,,,
782.0,SK우,181500.0,1500.0,+0.83%,200.0,,,
783.0,가온전선,16100.0,500.0,+3.21%,5000.0,10704.0,6590.0,166.0
784.0,삼호개발,4085.0,25.0,-0.61%,500.0,3173.0,2969.0,131.0
785.0,대현,2305.0,15.0,+0.66%,500.0,2879.0,2801.0,224.0
786.0,와이투솔루션,641.0,19.0,+3.05%,500.0,1015.0,1185.0,-45.0
787.0,남광토건,10350.0,100.0,-0.96%,5000.0,3567.0,2740.0,208.0
788.0,CJ씨푸드,2820.0,25.0,+0.89%,500.0,1621.0,1334.0,45.0
789.0,엔에이치스팩19호,1970.0,15.0,-0.76%,100.0,0.0,1158.0,-1.0
790.0,기신정기,3435.0,15.0,-0.43%,500.0,1313.0,2651.0,96.0
791.0,TIGER 미디어컨텐츠,5910.0,25.0,-0.42%,0.0,,,
792.0,KBSTAR 2차전지액티브,10425.0,5.0,+0.05%,0.0,,,
793.0,미래에셋글로벌리츠,3425.0,60.0,-1.72%,1000.0,83.0,3119.0,-32.0
794.0,웅진,1245.0,0.0,0.00%,500.0,9799.0,10660.0,430.0
795.0,마니커,1565.0,55.0,+3.64%,500.0,2527.0,1965.0,-130.0
796.0,지엠비코리아,5210.0,220.0,+4.41%,500.0,5313.0,5225.0,84.0
797.0,현대코퍼레이션홀딩스,10900.0,50.0,+0.46%,5000.0,1304.0,2510.0,81.0
798.0,TRUE 레버리지 S&P500 선물 ETN(H),19830.0,35.0,+0.18%,0.0,,,
799.0,한세엠케이,3250.0,60.0,+1.88%,500.0,2077.0,1291.0,-121.0
800.0,일신석재,1260.0,5.0,-0.40%,500.0,747.0,919.0,8.0
801.0,ACE 국고채10년,85270.0,165.0,-0.19%,0.0,,,
802.0,지투알,5870.0,40.0,-0.68%,1000.0,4585.0,5649.0,222.0
803.0,TIGER 미국다우존스30,21955.0,220.0,-0.99%,0.0,,,
804.0,범양건영,3900.0,65.0,-1.64%,1000.0,1119.0,1985.0,30.0
805.0,크라운해태홀딩스,6510.0,60.0,+0.93%,500.0,9282.0,11157.0,393.0
806.0,신풍제약우,43900.0,10100.0,+29.88%,500.0,,,
807.0,KTcs,2255.0,5.0,+0.22%,500.0,9657.0,4168.0,210.0
808.0,전방,57000.0,400.0,-0.70%,5000.0,1337.0,3833.0,74.0
809.0,TIGER 미국채10년선물,11520.0,60.0,-0.52%,0.0,,,
810.0,한솔홈데코,1185.0,10.0,+0.85%,1000.0,2632.0,3147.0,86.0
811.0,한국화장품제조,20850.0,200.0,+0.97%,500.0,678.0,765.0,-8.0
812.0,동일고무벨트,6780.0,70.0,+1.04%,500.0,2775.0,3138.0,9.0
813.0,시디즈,47050.0,650.0,-1.36%,500.0,2519.0,848.0,127.0
814.0,TIGER 투자등급회사채액티브,98275.0,150.0,-0.15%,0.0,,,
815.0,새론오토모티브,4895.0,20.0,+0.41%,500.0,1276.0,2684.0,3.0
816.0,카프로,2345.0,25.0,+1.08%,500.0,5824.0,3953.0,36.0
817.0,웰바이오텍,1405.0,35.0,+2.55%,500.0,1216.0,1368.0,-39.0
818.0,마스턴프리미어리츠,3510.0,85.0,-2.36%,1000.0,76.0,857.0,72.0
819.0,신한 레버리지 천연가스 선물 ETN,9325.0,505.0,-5.14%,0.0,,,
820.0,TIGER 200 건설,2965.0,55.0,+1.89%,0.0,,,
821.0,인터지스,3125.0,75.0,-2.34%,500.0,5889.0,3886.0,200.0
822.0,KODEX 차이나과창판STAR50(합성),7735.0,75.0,-0.96%,0.0,,,
823.0,휴니드,6570.0,10.0,-0.15%,5000.0,2277.0,2673.0,133.0
824.0,계양전기,2840.0,35.0,+1.25%,500.0,3923.0,2851.0,18.0
825.0,혜인,7240.0,90.0,+1.26%,500.0,2064.0,1947.0,91.0
826.0,보락,1535.0,10.0,+0.66%,200.0,398.0,563.0,17.0
827.0,한창제지,1535.0,10.0,+0.66%,500.0,1822.0,2486.0,178.0
828.0,보해양조,657.0,14.0,+2.18%,500.0,837.0,1531.0,11.0
829.0,대원전선,1270.0,25.0,+2.01%,500.0,4750.0,2406.0,23.0
830.0,상상인증권,838.0,3.0,-0.36%,1000.0,482.0,5825.0,138.0
831.0,신송홀딩스,7670.0,120.0,-1.54%,500.0,1864.0,2482.0,69.0
832.0,덕양산업,2785.0,5.0,+0.18%,500.0,13482.0,5236.0,63.0
833.0,TRUE 레버리지 나스닥 100 ETN,18070.0,190.0,+1.06%,0.0,,,
834.0,삼성공조,11050.0,250.0,+2.31%,500.0,796.0,2575.0,12.0
835.0,KOSEF 단기자금,101890.0,5.0,0.00%,0.0,,,
836.0,SK케미칼우,42400.0,1800.0,+4.43%,5000.0,,,
837.0,DSR,5590.0,550.0,+10.91%,500.0,2724.0,3026.0,135.0
838.0,토니모리,3715.0,85.0,+2.34%,200.0,1146.0,2021.0,-135.0
839.0,국제약품,4415.0,30.0,+0.68%,1000.0,1197.0,1398.0,-17.0
840.0,남성,2460.0,35.0,+1.44%,500.0,1023.0,2888.0,69.0
841.0,화천기계,4045.0,55.0,+1.38%,500.0,1759.0,1559.0,13.0
842.0,KODEX WTI원유선물인버스(H),4400.0,45.0,-1.01%,0.0,,,
843.0,삼영화학,2615.0,60.0,+2.35%,500.0,1333.0,1177.0,26.0
844.0,유니켐,1215.0,10.0,+0.83%,500.0,1233.0,3359.0,95.0
845.0,KBSTAR Fn5G테크,7850.0,0.0,0.00%,0.0,,,
846.0,동방아그로,6460.0,10.0,+0.16%,500.0,1341.0,2045.0,82.0
847.0,진양산업,6710.0,40.0,+0.60%,500.0,764.0,779.0,68.0
848.0,천일고속,61000.0,0.0,0.00%,5000.0,293.0,627.0,-98.0
849.0,DRB동일,4360.0,60.0,+1.40%,500.0,5513.0,8320.0,6.0
850.0,KBSTAR 국채선물3년,50515.0,5.0,-0.01%,0.0,,,
851.0,명문제약,2555.0,20.0,-0.78%,500.0,1378.0,2233.0,-59.0
852.0,유니온,5550.0,90.0,+1.65%,500.0,2159.0,3662.0,52.0
853.0,이건산업,7830.0,80.0,+1.03%,5000.0,2768.0,4193.0,321.0
854.0,KTis,2455.0,10.0,-0.41%,500.0,4680.0,3694.0,144.0
855.0,한국종합기술,7770.0,10.0,+0.13%,500.0,2683.0,3394.0,72.0
856.0,사조씨푸드,4925.0,50.0,+1.03%,1000.0,1746.0,3369.0,140.0
857.0,삼성 인버스 2X 코스닥150 선물 ETN,16935.0,490.0,+2.98%,0.0,,,
858.0,서울식품,225.0,1.0,+0.45%,100.0,553.0,723.0,-36.0
859.0,TIGER 인버스,5280.0,10.0,+0.19%,0.0,,,
860.0,KODEX 차이나CSI300,11630.0,135.0,+1.17%,0.0,,,
861.0,써니전자,2395.0,25.0,+1.05%,500.0,164.0,772.0,18.0
862.0,덕성,5320.0,100.0,+1.92%,500.0,1152.0,1253.0,40.0
863.0,한일철강,3085.0,15.0,+0.49%,500.0,2486.0,3387.0,296.0
864.0,제일연마,8220.0,50.0,+0.61%,500.0,797.0,1065.0,66.0
865.0,두올,2485.0,10.0,+0.40%,2500.0,4956.0,4241.0,253.0
866.0,삼일씨엔에스,6450.0,0.0,0.00%,1000.0,2266.0,3519.0,136.0
867.0,텔코웨어,8460.0,100.0,-1.17%,500.0,348.0,1222.0,12.0
868.0,KODEX 은선물(H),4320.0,70.0,-1.59%,0.0,,,
869.0,KBSTAR 미국단기투자등급회사채액티브,9825.0,60.0,-0.61%,0.0,,,
870.0,ACE 미국WideMoat가치주,18135.0,175.0,+0.97%,0.0,,,
871.0,평화산업,1485.0,20.0,-1.33%,500.0,4241.0,2201.0,59.0
872.0,호전실업,8340.0,620.0,+8.03%,500.0,3449.0,3027.0,206.0
873.0,솔루스첨단소재1우,9610.0,90.0,-0.93%,100.0,,,
874.0,TIGER 차이나HSCEI,8545.0,330.0,+4.02%,0.0,,,
875.0,까뮤이앤씨,1795.0,20.0,+1.13%,500.0,1637.0,1951.0,-30.0
876.0,세원정공,8090.0,0.0,0.00%,500.0,1152.0,6288.0,-109.0
877.0,KBSTAR 코스닥150선물레버리지,7845.0,215.0,-2.67%,0.0,,,
878.0,콤텍시스템,667.0,6.0,+0.91%,500.0,3825.0,3491.0,173.0
879.0,태평양물산,1675.0,385.0,+29.84%,500.0,8929.0,7650.0,14.0
880.0,조비,15500.0,50.0,+0.32%,5000.0,846.0,1038.0,31.0
881.0,TIGER 200선물레버리지,11815.0,45.0,-0.38%,0.0,,,
882.0,KODEX 미국달러선물인버스,8645.0,10.0,+0.12%,0.0,,,
883.0,KODEX WTI원유선물(H),16165.0,145.0,+0.91%,0.0,,,
884.0,코스맥스비티아이,8330.0,200.0,+2.46%,500.0,5760.0,9547.0,119.0
885.0,한국프랜지,2625.0,25.0,+0.96%,1000.0,10039.0,6994.0,262.0
886.0,아센디오,988.0,0.0,0.00%,500.0,216.0,681.0,-36.0
887.0,하이스틸,3930.0,20.0,+0.51%,500.0,2262.0,2597.0,146.0
888.0,두산2우B,88800.0,100.0,+0.11%,5000.0,,,
889.0,대유에이텍,688.0,2.0,+0.29%,500.0,16558.0,13210.0,423.0
890.0,KBSTAR 단기국공채액티브,102635.0,20.0,-0.02%,0.0,,,
891.0,대우부품,1660.0,20.0,+1.22%,500.0,992.0,944.0,11.0
892.0,비상교육,6070.0,60.0,+1.00%,500.0,2156.0,2715.0,77.0
893.0,화승알앤에이,4145.0,15.0,+0.36%,500.0,5058.0,4021.0,81.0
894.0,우성,25450.0,150.0,-0.59%,5000.0,4805.0,3446.0,9.0
895.0,플레이그램,874.0,13.0,+1.51%,100.0,408.0,1295.0,-15.0
896.0,TRUE 레버리지 천연가스 선물 ETN(H),7840.0,435.0,-5.26%,0.0,,,
897.0,아모레G우,12150.0,400.0,+3.40%,500.0,,,
898.0,삼화왕관,36250.0,50.0,-0.14%,5000.0,1499.0,2433.0,81.0
899.0,SG글로벌,1735.0,15.0,+0.87%,500.0,578.0,1870.0,-6.0
900.0,우진플라임,3880.0,40.0,-1.02%,500.0,2340.0,2764.0,166.0
901.0,ACE G2전기차&자율주행액티브,9100.0,180.0,+2.02%,0.0,,,
902.0,메타랩스,621.0,0.0,0.00%,500.0,393.0,850.0,-14.0
903.0,대호에이엘,1485.0,15.0,+1.02%,500.0,1434.0,1450.0,18.0
904.0,한솔로지스틱스,2810.0,5.0,+0.18%,500.0,7470.0,2666.0,303.0
905.0,큐로,333.0,3.0,+0.91%,500.0,807.0,1659.0,-150.0
906.0,엔케이,960.0,7.0,-0.72%,500.0,691.0,1307.0,19.0
907.0,NH프라임리츠,4110.0,35.0,-0.84%,500.0,26.0,945.0,23.0
908.0,신한 WTI원유 선물 ETN(H),7660.0,100.0,+1.32%,0.0,,,
909.0,신한 인버스 2X 천연가스 선물 ETN,220.0,5.0,+2.33%,0.0,,,
910.0,문배철강,3685.0,55.0,+1.52%,500.0,2049.0,2098.0,208.0
911.0,TIGER 경기방어,9410.0,45.0,+0.48%,0.0,,,
912.0,오리엔트바이오,633.0,1.0,+0.16%,500.0,263.0,1050.0,-38.0
913.0,KODEX 200ESG,11810.0,35.0,-0.30%,0.0,,,
914.0,사조오양,7870.0,70.0,+0.90%,5000.0,3289.0,3159.0,204.0
915.0,유성기업,2855.0,25.0,+0.88%,500.0,2764.0,4100.0,75.0
916.0,KODEX 차이나2차전지MSCI(합성),8800.0,45.0,-0.51%,0.0,,,
917.0,신세계건설,18250.0,100.0,+0.55%,5000.0,12568.0,8290.0,384.0
918.0,영흥,718.0,5.0,+0.70%,500.0,4086.0,5190.0,67.0
919.0,한창,916.0,4.0,+0.44%,500.0,352.0,1343.0,-47.0
920.0,DSR제강,5050.0,240.0,+4.99%,500.0,2071.0,2417.0,43.0
921.0,화천기공,32400.0,200.0,+0.62%,5000.0,2040.0,4254.0,33.0
922.0,세하,1235.0,20.0,-1.59%,1000.0,2044.0,1953.0,133.0
923.0,부산산업,67200.0,700.0,+1.05%,5000.0,1280.0,1338.0,4.0
924.0,화승코퍼레이션,1405.0,5.0,+0.36%,500.0,13998.0,11552.0,102.0
925.0,인팩,7000.0,0.0,0.00%,500.0,4393.0,3540.0,128.0
926.0,KODEX 국고채30년액티브,90915.0,495.0,-0.54%,0.0,,,
927.0,미래에셋맵스리츠,3420.0,40.0,-1.16%,1000.0,59.0,2925.0,38.0
928.0,TIGER 200 중공업,2980.0,5.0,+0.17%,0.0,,,
929.0,영보화학,3435.0,0.0,0.00%,500.0,997.0,1799.0,59.0
930.0,코오롱인더우,24800.0,100.0,-0.40%,5000.0,,,
931.0,화인베스틸,2300.0,20.0,-0.86%,500.0,1241.0,1832.0,55.0
932.0,현대건설우,64900.0,100.0,-0.15%,5000.0,,,
933.0,신한 레버리지 은 선물 ETN(H),6820.0,190.0,-2.71%,0.0,,,
934.0,대림B&Co,4085.0,55.0,-1.33%,1000.0,2604.0,3266.0,24.0
935.0,부국철강,3400.0,55.0,+1.64%,500.0,1957.0,1507.0,81.0
936.0,SOL KIS단기통안채,101700.0,20.0,+0.02%,0.0,,,
937.0,KODEX 200exTOP,11035.0,50.0,+0.46%,0.0,,,
938.0,ARIRANG 신흥국MSCI(합성 H),8895.0,80.0,+0.91%,0.0,,,
939.0,유한양행우,56900.0,100.0,+0.18%,1000.0,,,
940.0,파워 200,32725.0,55.0,-0.17%,0.0,,,
941.0,KBSTAR 고배당,11315.0,55.0,+0.49%,0.0,,,
942.0,대신 철광석 선물 ETN(H),33275.0,755.0,+2.32%,0.0,,,
943.0,성보화학,3320.0,50.0,-1.48%,500.0,577.0,1722.0,10.0
944.0,신한 인버스 2X WTI원유 선물 ETN(H),105.0,0.0,0.00%,0.0,,,
945.0,핸즈코퍼레이션,3040.0,0.0,0.00%,500.0,5622.0,8950.0,-501.0
946.0,서원,1400.0,45.0,+3.32%,500.0,2616.0,2934.0,151.0
947.0,TIGER 국채3년,105390.0,5.0,0.00%,0.0,,,
948.0,KOSEF 인도Nifty50(합성),19750.0,80.0,-0.40%,0.0,,,
949.0,TRUE S&P500 선물 ETN,13225.0,10.0,-0.08%,0.0,,,
950.0,HANARO e커머스,11675.0,25.0,+0.21%,0.0,,,
951.0,KODEX 건설,3125.0,60.0,+1.96%,0.0,,,
952.0,KODEX K-신재생에너지액티브,12040.0,35.0,+0.29%,0.0,,,
953.0,KBSTAR 국채선물5년추종인버스,54385.0,45.0,+0.08%,0.0,,,
954.0,CS홀딩스,56800.0,300.0,-0.53%,5000.0,1590.0,3537.0,196.0
955.0,케이비아이동국실업,649.0,2.0,+0.31%,500.0,5214.0,5680.0,-733.0
956.0,ACE 미국고배당S&P,11020.0,95.0,-0.85%,0.0,,,
957.0,티에이치엔,3600.0,40.0,+1.12%,500.0,4027.0,3399.0,198.0
958.0,KODEX 유럽탄소배출권선물ICE(H),11965.0,325.0,+2.79%,0.0,,,
959.0,TRUE 인버스 2X 나스닥 100 ETN,2150.0,35.0,-1.60%,0.0,,,
960.0,삼정펄프,25700.0,0.0,0.00%,5000.0,1381.0,2394.0,13.0
961.0,KODEX 미국반도체MV,9780.0,95.0,+0.98%,0.0,,,
962.0,국동,1155.0,50.0,+4.52%,500.0,2270.0,1685.0,-36.0
963.0,GS우,35850.0,150.0,-0.42%,5000.0,,,
964.0,TIGER 미국S&P500레버리지(합성 H),24170.0,0.0,0.00%,0.0,,,
965.0,KODEX 한국대만IT프리미어,16290.0,5.0,-0.03%,0.0,,,
966.0,모나미,3355.0,40.0,+1.21%,1000.0,1322.0,2025.0,51.0
967.0,TIGER 중장기국채,47875.0,25.0,-0.05%,0.0,,,
968.0,상신브레이크,2940.0,10.0,+0.34%,500.0,3970.0,4936.0,122.0
969.0,국보,795.0,117.0,+17.26%,500.0,968.0,1023.0,-80.0
970.0,KODEX 200IT TR,11450.0,50.0,-0.43%,0.0,,,
971.0,TIGER KEDI혁신기업ESG30,9525.0,25.0,-0.26%,0.0,,,
972.0,금비,62400.0,0.0,0.00%,5000.0,2286.0,3379.0,99.0
973.0,일진디스플,1210.0,15.0,-1.22%,500.0,1014.0,1175.0,-355.0
974.0,DL우,36850.0,450.0,+1.24%,5000.0,,,
975.0,TIGER 소프트웨어,9220.0,160.0,-1.71%,0.0,,,
976.0,KBSTAR 중국본토대형주CSI100,17075.0,215.0,+1.28%,0.0,,,
977.0,진양화학,3870.0,35.0,+0.91%,500.0,348.0,337.0,-39.0
978.0,DL이앤씨2우(전환),28950.0,150.0,+0.52%,5000.0,,,
979.0,MH에탄올,8270.0,50.0,+0.61%,500.0,1021.0,4515.0,233.0
980.0,세우글로벌,2120.0,105.0,-4.72%,500.0,324.0,496.0,26.0
981.0,미래에셋증권우,4320.0,10.0,+0.23%,5000.0,,,
982.0,한국전자홀딩스,1290.0,10.0,+0.78%,500.0,3312.0,4636.0,385.0
983.0,ARIRANG 미국S&P500(H),16755.0,225.0,-1.33%,0.0,,,
984.0,동양피스톤,4570.0,40.0,+0.88%,500.0,3546.0,3626.0,103.0
985.0,KC그린홀딩스,2680.0,15.0,+0.56%,500.0,7508.0,9066.0,204.0
986.0,TRUE 인버스 2X 천연가스 선물 ETN(H),405.0,10.0,+2.53%,0.0,,,
987.0,에넥스,999.0,73.0,+7.88%,500.0,2018.0,1329.0,-123.0
988.0,에쓰씨엔지니어링,1910.0,65.0,+3.52%,500.0,757.0,1164.0,-66.0
989.0,페이퍼코리아,1250.0,15.0,+1.21%,500.0,4353.0,4972.0,315.0
990.0,TIGER 화장품,2050.0,45.0,+2.24%,0.0,,,
991.0,인바이오젠,1095.0,30.0,-2.67%,500.0,105.0,2745.0,-79.0
992.0,TRUE 나스닥 100 ETN,11675.0,70.0,+0.60%,0.0,,,
993.0,TIGER 차이나CSI300레버리지(합성),18350.0,50.0,+0.27%,0.0,,,
994.0,우신시스템,3185.0,25.0,+0.79%,500.0,2623.0,3096.0,-115.0
995.0,TIGER 차이나바이오테크SOLACTIVE,7700.0,230.0,+3.08%,0.0,,,
996.0,KB Wise 분할매매 ETN,9695.0,0.0,0.00%,0.0,,,
997.0,SJM홀딩스,3865.0,5.0,+0.13%,500.0,1497.0,3329.0,79.0
998.0,한익스프레스,4795.0,15.0,+0.31%,500.0,7763.0,3748.0,57.0
999.0,SJM,3685.0,35.0,+0.96%,500.0,1457.0,2450.0,77.0
1000.0,미래에셋 전기전자 Core5 ETN,28695.0,0.0,0.00%,0.0,,,
1001.0,신한 레버리지 코스닥 150 선물 ETN,22925.0,80.0,-0.35%,0.0,,,
1002.0,KODEX 미국채울트라30년선물(H),8365.0,85.0,-1.01%,0.0,,,
1003.0,TIGER 유로스탁스50(합성 H),13520.0,25.0,+0.19%,0.0,,,
1004.0,KR모터스,590.0,2.0,+0.34%,500.0,1335.0,1684.0,-27.0
1005.0,KODEX Fn성장,13385.0,75.0,-0.56%,0.0,,,
1006.0,부국증권우,18600.0,0.0,0.00%,5000.0,,,
1007.0,진양폴리,5580.0,0.0,0.00%,500.0,531.0,481.0,47.0
1008.0,티웨이홀딩스,509.0,9.0,-1.74%,500.0,2267.0,8053.0,-1485.0
1009.0,KBSTAR Fn컨택트대표,7660.0,15.0,+0.20%,0.0,,,
1010.0,TIGER Fn반도체TOP10,7265.0,70.0,-0.95%,0.0,,,
1011.0,평화홀딩스,3745.0,50.0,-1.32%,500.0,6277.0,5181.0,76.0
1012.0,갤럭시아에스엠,1980.0,0.0,0.00%,500.0,289.0,409.0,35.0
1013.0,KODEX K-미래차액티브,9470.0,35.0,+0.37%,0.0,,,
1014.0,선도전기,3000.0,0.0,0.00%,500.0,833.0,1679.0,-106.0
1015.0,키움 미국달러선물 ETN,10780.0,40.0,-0.37%,0.0,,,
1016.0,KODEX 미국종합채권SRI액티브(H),93645.0,265.0,-0.28%,0.0,,,
1017.0,HANARO 글로벌럭셔리S&P(합성),16695.0,480.0,+2.96%,0.0,,,
1018.0,윌비스,782.0,9.0,+1.16%,1000.0,2765.0,2941.0,44.0
1019.0,삼성 코스피 풋매도 ETN,10485.0,0.0,0.00%,0.0,,,
1020.0,롯데칠성우,67500.0,400.0,-0.59%,500.0,,,
1021.0,형지엘리트,1675.0,20.0,+1.21%,500.0,1373.0,1092.0,39.0
1022.0,참엔지니어링,880.0,6.0,-0.68%,500.0,1506.0,6991.0,26.0
1023.0,DL이앤씨우,24500.0,300.0,+1.24%,5000.0,,,
1024.0,성안,908.0,121.0,+15.37%,500.0,789.0,1416.0,-61.0
1025.0,TIGER 퓨처모빌리티액티브,9625.0,20.0,+0.21%,0.0,,,
1026.0,KBSTAR 대형고배당10TR,14290.0,10.0,+0.07%,0.0,,,
1027.0,대림통상,3305.0,30.0,-0.90%,1000.0,1552.0,1658.0,29.0
1028.0,히어로즈 단기채권ESG액티브,99950.0,0.0,0.00%,0.0,,,
1029.0,키움 코스피 200 ETN,9995.0,0.0,0.00%,0.0,,,
